locationId,userId,isMoving,timestamp,odometer,latitude,longitude,accuracy,speed,heading,altitude,activityType,batteryCharging,batteryLevel,activityConfidence,used,source,purpose
38662df0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:53:31.139Z,104404,38.0143286,23.8336135,21,2.77,209.68,266.9,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Other', 'amenity': 'place_of_worship', 'place_name': 'Ιερός Ναός Αγίου Ανδρέου', 'address': 'N/A', 'distance': 31.02267916206966}"
387f0d20-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:53:31.139Z,104404,38.0143286,23.8336135,21,2.77,209.68,266.9,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Other', 'amenity': 'place_of_worship', 'place_name': 'Ιερός Ναός Αγίου Ανδρέου', 'address': 'N/A', 'distance': 31.02267916206966}"
68fa17b0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:53:41.949Z,104454,38.0139367,23.8333393,22.1,4.31,211.05,267.4,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Other', 'amenity': 'place_of_worship', 'place_name': 'Ιερός Ναός Αγίου Ανδρέου', 'address': 'N/A', 'distance': 61.63516866060416}"
69248310-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:53:52.053Z,104484,38.0136844,23.8331949,34.7,3.48,203.48,267.4,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Errands', 'amenity': 'bank', 'place_name': 'Τράπεζα Πειραιώς', 'address': 'N/A', 'distance': 50.953334768161845}"
693c77e0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:02.119Z,104484,38.0136263,23.8329813,35.7,2.24,237.81,268.1,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Errands', 'amenity': 'bank', 'place_name': 'Τράπεζα Πειραιώς', 'address': 'N/A', 'distance': 31.63127142978172}"
695b4a80-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:12.823Z,104484,38.0137269,23.8331381,22.4,1.06,56.82,267.7,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Errands', 'amenity': 'bank', 'place_name': 'Τράπεζα Πειραιώς', 'address': 'N/A', 'distance': 47.052660801135374}"
6989ad80-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:32.861Z,104484,38.0136344,23.8330467,37.9,1.37,231.98,268.1,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Errands', 'amenity': 'bank', 'place_name': 'Τράπεζα Πειραιώς', 'address': 'N/A', 'distance': 37.41218950796771}"
69a6d270-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:38.016Z,104530,38.0132812,23.833125,37.9,6.57,171.83,268.1,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'MIGELKO Coffee-Snack', 'address': 'Μεσογείων, 472, Αγία Παρασκευή, 15342', 'distance': 24.970273836684303}"
69c44580-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:40.896Z,104530,38.0131067,23.8330314,27.6,6.79,191.85,268,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'MIGELKO Coffee-Snack', 'address': 'Μεσογείων, 472, Αγία Παρασκευή, 15342', 'distance': 26.208941995814413}"
69e49ec0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:45.944Z,104590,38.0128142,23.8327712,21.4,7.69,212.75,268.1,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'MIGELKO Coffee-Snack', 'address': 'Μεσογείων, 472, Αγία Παρασκευή, 15342', 'distance': 52.988330986287906}"
6a176e90-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:48.771Z,104615,38.0127029,23.8325221,22.8,8.41,234.59,267,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'fast_food', 'place_name': 'Μπουκιά & Μπουγάτσα', 'address': 'Μεσογείων, 466, Αγία Παρασκευή', 'distance': 67.81993458166872}"
6a3de250-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:54:53.843Z,104655,38.0124263,23.8322342,23.2,7.9,222.22,267.3,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'fast_food', 'place_name': 'Μπουκιά & Μπουγάτσα', 'address': 'Μεσογείων, 466, Αγία Παρασκευή', 'distance': 95.23701406165927}"
8b3d4d60-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:03.915Z,104655,38.0119597,23.8317064,116.1,8.36,221.22,267.5,in_vehicle,False,0.98,100,False,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'fast_food', 'place_name': 'Μπουκιά & Μπουγάτσα', 'address': 'Μεσογείων, 466, Αγία Παρασκευή', 'distance': 155.37453964101252}"
8b587680-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:08.918Z,104798,38.0113784,23.8312907,14.1,11.75,213.3,267.2,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': '8ο Δημοτικό Σχολείο', 'address': 'N/A', 'distance': 150.43468377048126}"
8b7b67d0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:17.250Z,104855,38.0109889,23.8308676,25,6.89,218.45,268.7,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': '8ο Δημοτικό Σχολείο', 'address': 'N/A', 'distance': 132.3631226239898}"
8b90eba0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:20.125Z,104855,38.0108112,23.8307169,23.6,7.36,216.63,268.8,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': '8ο Δημοτικό Σχολείο', 'address': 'N/A', 'distance': 134.36843775320574}"
8bad2630-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:25.194Z,104855,38.0105367,23.8304728,104.1,7.35,215.8,268.7,in_vehicle,False,0.98,100,False,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 144.6540102025866}"
8bdfcef0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:30.227Z,104957,38.0102387,23.8301978,92.9,7.67,215.89,269.5,in_vehicle,False,0.98,100,False,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 162.5678813395801}"
8bf44150-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:32.862Z,104957,38.0101164,23.8300219,101.4,7.67,218.45,269.5,in_vehicle,False,0.98,100,False,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 170.7231390114087}"
8c099e10-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:38.497Z,105018,38.0098893,23.8296547,25.8,7.47,222.98,269.5,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 190.64297500969175}"
8c2a4570-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:46.402Z,105018,38.0095697,23.829355,98.4,6.51,220.47,270.2,in_vehicle,False,0.98,100,False,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 226.29647627063497}"
8c44ab40-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:51.400Z,105086,38.0094573,23.8291003,88,5.81,228.14,270.6,in_vehicle,False,0.98,100,False,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 241.19965295943368}"
a74cfcd0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:55:55.980Z,105086,38.009604,23.8289674,20.1,3.97,249.79,270.6,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Work / Education', 'amenity': 'school', 'place_name': 'N/A', 'address': 'N/A', 'distance': 227.3646957713094}"
a75f2540-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:01.442Z,105086,38.009378,23.8285443,21.8,6.21,239.91,271,in_vehicle,False,0.98,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 253.96898639555587}"
a76edcb0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:06.430Z,105167,38.0092307,23.8282329,27.4,6.3,239.43,270.6,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 225.9578128835638}"
a79fb0b0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:11.499Z,105167,38.0091186,23.8280811,34.3,4.99,235.16,271,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 208.70979692629933}"
a7b20030-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:16.531Z,105199,38.0089751,23.8280681,25.3,3.83,218.65,272.8,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 194.12632350086324}"
a7c476c0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:21.533Z,105231,38.0088018,23.8277751,36.1,5.02,227.39,271.9,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 165.33053606195665}"
a7f8a620-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:26.556Z,105272,38.0085288,23.827449,29.7,6.48,225.02,272.2,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 126.59322785294364}"
a809e430-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:29.214Z,105272,38.0084188,23.8271697,25.6,7.41,231.77,272.2,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 109.00255528222308}"
a8192670-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:35.740Z,105354,38.0081618,23.8266424,22.8,7.96,235.92,273.8,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 85.15575715622131}"
a829c840-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:38.665Z,105354,38.0080272,23.826468,35.2,7.71,232.61,273.8,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 79.2616967370437}"
d2028530-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:46.344Z,105402,38.0079154,23.8262001,27.4,4.89,238.46,273.8,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 86.96491531526513}"
d215bf10-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:56:59.211Z,105402,38.0077102,23.8262063,58.7,2.32,190.75,276.4,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 75.0748267906441}"
d2294710-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:01.842Z,105461,38.0074553,23.8265453,45.3,4.95,151.04,278.4,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Νταβαντουρι', 'address': 'N/A', 'distance': 39.38287826656617}"
d23a5e10-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:04.718Z,105497,38.0072622,23.8268794,26.6,6.93,138.71,278.4,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Doctor / Medical', 'amenity': 'pharmacy', 'place_name': 'Φραγκίσκου Νιόβη - Μαρασλής Απόστολος', 'address': 'N/A', 'distance': 18.76327613053792}"
d24c1150-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:09.842Z,105537,38.0069899,23.8271774,33.6,7.39,139,278.4,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'Big Spoon', 'address': 'N/A', 'distance': 4.400603087423369}"
d25befd0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:14.868Z,105537,38.006777,23.8273323,28.5,6.44,143.37,279.7,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'Big Spoon', 'address': 'N/A', 'distance': 25.739358925934546}"
d26cdfc0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:24.896Z,105595,38.0065529,23.8275352,52.4,4.37,141.9,279.8,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Food Academy', 'address': 'Αγίου Ιωάννου & Ελβετίας, Αγία Παρασκευή, 15342', 'distance': 17.73817218151235}"
d27e1dd0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:34.920Z,105639,38.0062823,23.827907,19.9,4.45,137,281.3,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'Food Academy', 'address': 'Αγίου Ιωάννου & Ελβετίας, Αγία Παρασκευή, 15342', 'distance': 58.17677142683322}"
d28dae30-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:44.972Z,105709,38.0057822,23.8283915,20.4,6.76,142.99,284.3,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'MILF', 'address': 'N/A', 'distance': 39.13920573606248}"
d29fd6a0-927a-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:49.990Z,105741,38.0055383,23.8285854,18.6,6.54,145.6,286.3,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'MILF', 'address': 'N/A', 'distance': 60.08637058758924}"
3bd37d60-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:57:58.354Z,105789,38.0052353,23.8289638,40.7,6.16,139.39,289.1,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'restaurant', 'place_name': 'MILF', 'address': 'N/A', 'distance': 105.10982172953209}"
3be77a90-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:58:05.070Z,105789,38.0049631,23.8293192,98.4,6.32,136.53,291.4,in_vehicle,False,0.97,100,False,tracking,"{'primaryActivity': 'Other', 'amenity': 'recycling', 'place_name': 'N/A', 'address': 'N/A', 'distance': 131.0391323082822}"
3bfab470-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:58:10.093Z,105876,38.0046122,23.8295763,67.3,7.19,142.31,292.9,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Other', 'amenity': 'recycling', 'place_name': 'N/A', 'address': 'N/A', 'distance': 86.05091545116701}"
3c0f4de0-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:58:14.366Z,105876,38.0042405,23.8298158,50.1,8.18,146.32,295.3,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Other', 'amenity': 'recycling', 'place_name': 'N/A', 'address': 'N/A', 'distance': 39.74320760063176}"
3c1f5370-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:58:25.051Z,105982,38.0037857,23.8301648,21.8,6.35,143.95,298.9,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'Cafeine', 'address': 'N/A', 'distance': 11.566320417200597}"
3c3b66f0-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T07:58:33.215Z,105982,38.0036442,23.830377,34.7,3.82,137.27,299.2,in_vehicle,False,0.97,100,True,tracking,"{'primaryActivity': 'Meal / Restaurant', 'amenity': 'cafe', 'place_name': 'Cafeine', 'address': 'N/A', 'distance': 19.194345029484175}"
3c570540-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T08:05:08.232Z,106104,38.0042819,23.8314049,34,-1,-1,300.1,in_vehicle,False,0.96,100,True,tracking,"{'primaryActivity': 'Pick Up / Drop off', 'amenity': 'parking', 'place_name': 'N/A', 'address': 'N/A', 'distance': 79.24095524496052}"
3c68df90-927c-11ee-b90b-2bb54559ddd1,d637a1e0-8c17-11ed-9b50-ebf2379a0353,True,2023-12-04T08:07:38.200Z,106104,38.0042826,23.8316009,33.9,1.48,103.32,300.8,still,False,0.96,100,True,tracking,"{'primaryActivity': 'Pick Up / Drop off', 'amenity': 'parking', 'place_name': 'N/A', 'address': 'N/A', 'distance': 91.70969325344059}"
